,Name,Class.Family,chr,start,end
40885,Alu,SINE/Alu,chrX,41304495,41304530
40886,AluSx,SINE/Alu,chrX,41304531,41304696
40887,AluSx,SINE/Alu,chrX,41305036,41305333
40888,FLAM_A,SINE/Alu,chrX,41305670,41305788
40889,AluSc,SINE/Alu,chrX,41305870,41306166
40890,AluSp,SINE/Alu,chrX,41306460,41306759
40891,AluSx,SINE/Alu,chrX,41306984,41307295
40892,AluY,SINE/Alu,chrX,41307351,41307653
40893,FLAM_C,SINE/Alu,chrX,41307923,41308049
40894,AluSc,SINE/Alu,chrX,41308055,41308334
40895,AluSx,SINE/Alu,chrX,41308596,41308906
40896,AluSp,SINE/Alu,chrX,41309606,41309899
40897,AluY,SINE/Alu,chrX,41310016,41310327
40898,AluSz,SINE/Alu,chrX,41310344,41310668
40899,AluSx1,SINE/Alu,chrX,41311028,41311326
40900,AluSx4,SINE/Alu,chrX,41312033,41312341
40901,AluJb,SINE/Alu,chrX,41312540,41312846
40902,AluSx1,SINE/Alu,chrX,41313154,41313435
40903,FLAM_A,SINE/Alu,chrX,41313791,41313912
40904,AluSq,SINE/Alu,chrX,41313927,41314234
40905,AluSx1,SINE/Alu,chrX,41314590,41314907
40906,AluSx,SINE/Alu,chrX,41315467,41315616
40907,AluSx4,SINE/Alu,chrX,41315617,41315925
40908,AluSx,SINE/Alu,chrX,41315926,41316099
40909,AluJo,SINE/Alu,chrX,41316237,41316398
40910,AluSp,SINE/Alu,chrX,41316889,41317185
40911,AluSx1,SINE/Alu,chrX,41317209,41317505
40912,AluJr,SINE/Alu,chrX,41318248,41318334
40913,AluSz,SINE/Alu,chrX,41318375,41318651
40914,AluSp,SINE/Alu,chrX,41318944,41319123
40915,AluJo,SINE/Alu,chrX,41319303,41319621
40916,AluSx1,SINE/Alu,chrX,41319820,41320112
40917,AluSx,SINE/Alu,chrX,41320876,41321085
40918,AluSq2,SINE/Alu,chrX,41321115,41321411
40919,AluSx,SINE/Alu,chrX,41321813,41322090
40920,AluSx,SINE/Alu,chrX,41323765,41324063
40921,AluJo,SINE/Alu,chrX,41324213,41324332
40922,AluSx,SINE/Alu,chrX,41324966,41325279
40923,AluJo,SINE/Alu,chrX,41325770,41326075
40924,AluSg,SINE/Alu,chrX,41326161,41326461
40925,AluSx,SINE/Alu,chrX,41326951,41327254
40926,AluSq,SINE/Alu,chrX,41327734,41328042
40927,AluJo,SINE/Alu,chrX,41328045,41328080
40928,AluJo,SINE/Alu,chrX,41328081,41328266
40929,FRAM,SINE/Alu,chrX,41328293,41328466
40930,AluJr,SINE/Alu,chrX,41328524,41328689
40931,AluY,SINE/Alu,chrX,41328729,41329031
40932,AluSp,SINE/Alu,chrX,41329533,41329834
40933,AluSz,SINE/Alu,chrX,41330453,41330683
40934,AluSc5,SINE/Alu,chrX,41331057,41331199
40935,AluSx,SINE/Alu,chrX,41336502,41336762
40936,AluSp,SINE/Alu,chrX,41337643,41337778
40937,AluSz,SINE/Alu,chrX,41339909,41340207
40938,AluSp,SINE/Alu,chrX,41340987,41341284
40939,AluSp,SINE/Alu,chrX,41344429,41344737
40940,FLAM_C,SINE/Alu,chrX,41350640,41350768
40941,AluYf1,SINE/Alu,chrX,41353172,41353473
40942,AluSx3,SINE/Alu,chrX,41353508,41353782
40943,AluJr,SINE/Alu,chrX,41354345,41354622
40944,AluSx,SINE/Alu,chrX,41354849,41355120
40945,AluJb,SINE/Alu,chrX,41355480,41355782
40946,AluSx1,SINE/Alu,chrX,41356138,41356446
40947,AluSc,SINE/Alu,chrX,41356451,41356762
40948,AluSx,SINE/Alu,chrX,41356927,41357233
40949,AluJo,SINE/Alu,chrX,41357521,41357735
40950,AluSp,SINE/Alu,chrX,41358066,41358375
40951,AluSq2,SINE/Alu,chrX,41358754,41359055
40952,AluSx,SINE/Alu,chrX,41359325,41359615
40953,AluYc,SINE/Alu,chrX,41359691,41360007
40954,AluSx,SINE/Alu,chrX,41360096,41360394
40955,AluSz6,SINE/Alu,chrX,41360435,41360742
40956,AluJb,SINE/Alu,chrX,41360900,41361042
40957,AluSc,SINE/Alu,chrX,41361231,41361532
40958,FLAM_C,SINE/Alu,chrX,41361727,41361790
40959,AluSq2,SINE/Alu,chrX,41362084,41362387
40960,AluSx1,SINE/Alu,chrX,41363144,41363437
40961,AluSp,SINE/Alu,chrX,41363502,41363811
40962,FLAM_C,SINE/Alu,chrX,41364525,41364617
40963,AluSx,SINE/Alu,chrX,41364819,41365128
40964,AluJo,SINE/Alu,chrX,41365129,41365435
40965,AluSx,SINE/Alu,chrX,41365999,41366293
40966,AluJo,SINE/Alu,chrX,41366302,41366606
40967,AluSz,SINE/Alu,chrX,41366710,41367010
40968,AluSx1,SINE/Alu,chrX,41367165,41367475
40969,AluSx,SINE/Alu,chrX,41367929,41368272
40970,FLAM_C,SINE/Alu,chrX,41368279,41368411
40971,AluSx,SINE/Alu,chrX,41368528,41368838
40972,AluSx1,SINE/Alu,chrX,41369523,41369818
40973,AluJr4,SINE/Alu,chrX,41370211,41370510
40974,AluJb,SINE/Alu,chrX,41370615,41370915
40975,AluSq,SINE/Alu,chrX,41371264,41371577
40976,AluSx,SINE/Alu,chrX,41371587,41371751
40977,AluSx,SINE/Alu,chrX,41371790,41371808
40978,AluSx1,SINE/Alu,chrX,41372062,41372367
40979,AluSq,SINE/Alu,chrX,41372786,41373102
40980,AluSx1,SINE/Alu,chrX,41373392,41373704
40981,AluJr,SINE/Alu,chrX,41373951,41374253
40982,AluSx,SINE/Alu,chrX,41375258,41375554
40983,AluSz,SINE/Alu,chrX,41375824,41375956
40984,AluSx1,SINE/Alu,chrX,41375959,41376276
40985,AluSg,SINE/Alu,chrX,41376877,41377169
40986,AluSg,SINE/Alu,chrX,41377353,41377648
40987,AluSz,SINE/Alu,chrX,41378266,41378578
40988,AluSx3,SINE/Alu,chrX,41379079,41379389
40989,AluSx,SINE/Alu,chrX,41379950,41380124
40990,AluY,SINE/Alu,chrX,41380125,41380422
40991,AluSx,SINE/Alu,chrX,41380423,41380559
40992,AluSp,SINE/Alu,chrX,41381030,41381338
40993,AluSx3,SINE/Alu,chrX,41381340,41381629
40994,AluY,SINE/Alu,chrX,41382097,41382395
40995,AluSq2,SINE/Alu,chrX,41382400,41382700
40996,AluSx1,SINE/Alu,chrX,41383846,41384136
40997,AluSz6,SINE/Alu,chrX,41384870,41385173
40998,AluJb,SINE/Alu,chrX,41385328,41385461
40999,AluSg7,SINE/Alu,chrX,41385462,41385759
41000,AluJb,SINE/Alu,chrX,41385760,41385937
41001,AluSz,SINE/Alu,chrX,41385967,41386282
41002,AluSz6,SINE/Alu,chrX,41386910,41387238
41003,AluSx,SINE/Alu,chrX,41387576,41387753
41004,AluSz,SINE/Alu,chrX,41388297,41388610
41005,AluJb,SINE/Alu,chrX,41388904,41389058
41006,AluSc,SINE/Alu,chrX,41390233,41390542
41007,AluSg,SINE/Alu,chrX,41390907,41391203
41008,AluSx,SINE/Alu,chrX,41392456,41392746
41009,AluJr,SINE/Alu,chrX,41392771,41392981
41010,AluSz,SINE/Alu,chrX,41393200,41393397
41011,AluSp,SINE/Alu,chrX,41393600,41393645
41012,AluSx,SINE/Alu,chrX,41393646,41393941
41013,AluSp,SINE/Alu,chrX,41393942,41394073
41014,AluSz6,SINE/Alu,chrX,41394676,41394963
41015,AluJb,SINE/Alu,chrX,41394974,41395191
41016,AluSz,SINE/Alu,chrX,41395207,41395505
41017,AluJb,SINE/Alu,chrX,41395903,41396190
41018,AluSx,SINE/Alu,chrX,41396223,41396526
41019,AluSz,SINE/Alu,chrX,41396917,41397222
41020,AluSz,SINE/Alu,chrX,41397622,41397896
41021,AluSq,SINE/Alu,chrX,41398367,41398670
41022,AluJo,SINE/Alu,chrX,41398792,41399066
41023,AluSq,SINE/Alu,chrX,41399141,41399421
41024,AluSx3,SINE/Alu,chrX,41399462,41399631
41025,AluSz,SINE/Alu,chrX,41399799,41400094
41026,AluSx,SINE/Alu,chrX,41400123,41400405
41027,AluSp,SINE/Alu,chrX,41401002,41401293
41028,AluSc8,SINE/Alu,chrX,41401796,41401954
41029,AluYm1,SINE/Alu,chrX,41401955,41402265
41030,AluSc8,SINE/Alu,chrX,41402266,41402408
41031,AluSz6,SINE/Alu,chrX,41403667,41403939
41032,AluJo,SINE/Alu,chrX,41404176,41404333
41033,AluSz,SINE/Alu,chrX,41404334,41404631
41034,AluJo,SINE/Alu,chrX,41404632,41404789
41035,AluSx,SINE/Alu,chrX,41406598,41406902
41036,AluSz,SINE/Alu,chrX,41407231,41407533
41037,AluJr,SINE/Alu,chrX,41407564,41407693
41038,AluSq,SINE/Alu,chrX,41409786,41410102
41039,AluSp,SINE/Alu,chrX,41410866,41411157
41040,AluSx,SINE/Alu,chrX,41411505,41411856
41041,AluSz,SINE/Alu,chrX,41411865,41412168
41042,AluSx1,SINE/Alu,chrX,41412880,41413211
41043,AluSp,SINE/Alu,chrX,41413216,41413500
41044,AluSz,SINE/Alu,chrX,41413692,41413965
41045,AluSx4,SINE/Alu,chrX,41414632,41414924
41046,AluY,SINE/Alu,chrX,41414940,41415236
41047,AluJr,SINE/Alu,chrX,41415261,41415551
41048,AluSx,SINE/Alu,chrX,41415633,41415942
41049,AluSx1,SINE/Alu,chrX,41416356,41416651
41050,AluSq,SINE/Alu,chrX,41416669,41416963
41051,AluY,SINE/Alu,chrX,41416965,41417270
41052,AluSp,SINE/Alu,chrX,41417815,41418091
41053,AluJb,SINE/Alu,chrX,41418280,41418423
41054,AluSz,SINE/Alu,chrX,41418539,41418836
41055,AluSx1,SINE/Alu,chrX,41419867,41420173
41056,AluSc8,SINE/Alu,chrX,41420338,41420639
41057,AluJo,SINE/Alu,chrX,41422081,41422396
41058,AluSx,SINE/Alu,chrX,41422437,41422753
41059,AluSx,SINE/Alu,chrX,41423073,41423369
41060,AluY,SINE/Alu,chrX,41423769,41424067
41061,AluJo,SINE/Alu,chrX,41424084,41424210
41062,AluSx4,SINE/Alu,chrX,41424444,41424756
41063,AluJo,SINE/Alu,chrX,41424759,41425047
41064,AluSz,SINE/Alu,chrX,41425054,41425348
41065,FLAM_A,SINE/Alu,chrX,41425466,41425584
41066,AluSp,SINE/Alu,chrX,41425720,41426021
41067,AluSq2,SINE/Alu,chrX,41426098,41426412
41068,AluSp,SINE/Alu,chrX,41428903,41429176
41069,AluJr,SINE/Alu,chrX,41430769,41430998
41070,AluSx1,SINE/Alu,chrX,41430999,41431303
41071,AluJr,SINE/Alu,chrX,41431304,41431417
41072,AluSz6,SINE/Alu,chrX,41431864,41432147
41073,FLAM_C,SINE/Alu,chrX,41432420,41432541
41074,AluSp,SINE/Alu,chrX,41433487,41433783
41075,AluSx1,SINE/Alu,chrX,41434145,41434427
41076,AluJb,SINE/Alu,chrX,41434656,41434964
41077,AluSp,SINE/Alu,chrX,41435082,41435365
41078,AluSz6,SINE/Alu,chrX,41436115,41436409
41079,AluSq10,SINE/Alu,chrX,41436637,41436713
41080,AluSq2,SINE/Alu,chrX,41436713,41436816
41081,AluSx,SINE/Alu,chrX,41438005,41438314
41082,AluSz6,SINE/Alu,chrX,41438345,41438653
41083,AluSx,SINE/Alu,chrX,41438655,41438821
41084,AluSx,SINE/Alu,chrX,41438850,41438977
41085,AluSx,SINE/Alu,chrX,41439893,41440185
41086,AluSq2,SINE/Alu,chrX,41441020,41441318
41087,AluJb,SINE/Alu,chrX,41441327,41441640
41088,AluSg7,SINE/Alu,chrX,41441675,41441800
41089,AluSz,SINE/Alu,chrX,41444073,41444355
41090,AluSx1,SINE/Alu,chrX,41444709,41444844
41091,AluSz,SINE/Alu,chrX,41444981,41445284
41092,AluSc8,SINE/Alu,chrX,41446349,41446642
41093,AluY,SINE/Alu,chrX,41448237,41448532
41094,AluSx1,SINE/Alu,chrX,41448543,41448859
41095,AluSz6,SINE/Alu,chrX,41450268,41450566
41096,AluSz6,SINE/Alu,chrX,41450649,41450828
41097,AluSz6,SINE/Alu,chrX,41450856,41450985
41098,AluSz6,SINE/Alu,chrX,41450987,41451132
41099,AluSz6,SINE/Alu,chrX,41451518,41451813
41100,AluJr,SINE/Alu,chrX,41451964,41452243
41101,AluSz6,SINE/Alu,chrX,41453444,41453755
41102,AluSx3,SINE/Alu,chrX,41454321,41454609
41103,AluJb,SINE/Alu,chrX,41454616,41454906
41104,AluSx1,SINE/Alu,chrX,41455094,41455406
41105,AluSz,SINE/Alu,chrX,41456056,41456301
41106,AluSq2,SINE/Alu,chrX,41457026,41457326
41107,AluSz,SINE/Alu,chrX,41458470,41458766
41108,AluSx1,SINE/Alu,chrX,41458798,41459107
41109,AluSx1,SINE/Alu,chrX,41459337,41459648
41110,AluSx1,SINE/Alu,chrX,41460161,41460470
41111,AluSg,SINE/Alu,chrX,41461796,41462099
41112,AluSc,SINE/Alu,chrX,41463423,41463720
41113,AluSx,SINE/Alu,chrX,41463723,41463869
41114,AluJb,SINE/Alu,chrX,41464146,41464438
41115,AluSx1,SINE/Alu,chrX,41465532,41465821
41116,AluJb,SINE/Alu,chrX,41466149,41466447
41117,AluSq2,SINE/Alu,chrX,41466562,41466787
41118,AluSq2,SINE/Alu,chrX,41466788,41467102
41119,AluSx,SINE/Alu,chrX,41467373,41467651
41120,AluJo,SINE/Alu,chrX,41467660,41467958
41121,AluSz,SINE/Alu,chrX,41468291,41468589
41122,AluSx,SINE/Alu,chrX,41469548,41469846
41123,AluSx,SINE/Alu,chrX,41470413,41470713
41124,AluSq2,SINE/Alu,chrX,41471111,41471411
41125,AluSx1,SINE/Alu,chrX,41472792,41473097
41126,AluSg,SINE/Alu,chrX,41476425,41476723
41127,AluSp,SINE/Alu,chrX,41476757,41477050
41128,AluJb,SINE/Alu,chrX,41477204,41477504
41129,AluSg,SINE/Alu,chrX,41477589,41477879
41130,AluJr4,SINE/Alu,chrX,41478183,41478290
41131,AluY,SINE/Alu,chrX,41479308,41479612
41132,AluSx1,SINE/Alu,chrX,41479613,41479907
41133,AluJr,SINE/Alu,chrX,41480082,41480322
41134,Alu,SINE/Alu,chrX,41481019,41481083
41135,AluJo,SINE/Alu,chrX,41482180,41482431
41136,AluJo,SINE/Alu,chrX,41484031,41484326
41137,AluSq2,SINE/Alu,chrX,41484334,41484628
41138,AluSz,SINE/Alu,chrX,41484673,41484984
41139,AluSx,SINE/Alu,chrX,41484985,41485159
41140,AluSp,SINE/Alu,chrX,41486412,41486704
41141,AluJb,SINE/Alu,chrX,41486747,41486933
41142,AluSx,SINE/Alu,chrX,41487029,41487327
41143,AluSg,SINE/Alu,chrX,41488152,41488458
41144,AluJo,SINE/Alu,chrX,41488819,41489125
41145,AluSz,SINE/Alu,chrX,41489341,41489636
41146,AluY,SINE/Alu,chrX,41489780,41490081
41147,AluSq2,SINE/Alu,chrX,41490784,41491096
41148,AluSp,SINE/Alu,chrX,41492164,41492476
41149,AluSx,SINE/Alu,chrX,41492554,41492818
41150,AluJb,SINE/Alu,chrX,41493316,41493622
41151,AluSq2,SINE/Alu,chrX,41494262,41494571
41152,AluJr,SINE/Alu,chrX,41494654,41494823
41153,AluJr,SINE/Alu,chrX,41494853,41494967
41154,AluSq,SINE/Alu,chrX,41495252,41495559
41155,AluSx1,SINE/Alu,chrX,41496342,41496664
41156,AluSx1,SINE/Alu,chrX,41498285,41498627
41157,FRAM,SINE/Alu,chrX,41498997,41499135
41158,AluSp,SINE/Alu,chrX,41500762,41501055
41159,AluJb,SINE/Alu,chrX,41501300,41501594
41160,AluY,SINE/Alu,chrX,41501660,41501949
41161,AluSx1,SINE/Alu,chrX,41502629,41502793
41162,AluY,SINE/Alu,chrX,41502794,41503115
41163,AluSx1,SINE/Alu,chrX,41503116,41503250
41164,AluSc,SINE/Alu,chrX,41503272,41503557
41165,AluSq2,SINE/Alu,chrX,41503658,41503956
41166,AluJr,SINE/Alu,chrX,41503965,41504088
41167,FLAM_A,SINE/Alu,chrX,41504187,41504317
41168,AluJb,SINE/Alu,chrX,41504738,41504954
41169,AluJr,SINE/Alu,chrX,41505266,41505545
41170,AluSx,SINE/Alu,chrX,41505565,41505880
41171,FLAM_C,SINE/Alu,chrX,41506553,41506706
41172,AluJo,SINE/Alu,chrX,41506782,41506922
41173,AluSx,SINE/Alu,chrX,41507637,41507925
41174,AluSx1,SINE/Alu,chrX,41508516,41508798
41175,AluJr,SINE/Alu,chrX,41509060,41509156
41176,AluJb,SINE/Alu,chrX,41509166,41509325
41177,AluJb,SINE/Alu,chrX,41509350,41509653
41178,AluSq4,SINE/Alu,chrX,41509893,41510206
41179,AluSg,SINE/Alu,chrX,41510435,41510738
41180,AluSx4,SINE/Alu,chrX,41511058,41511201
41181,AluJo,SINE/Alu,chrX,41511349,41511611
41182,AluJb,SINE/Alu,chrX,41511705,41512013
41183,AluSq2,SINE/Alu,chrX,41512697,41513003
41184,AluSz,SINE/Alu,chrX,41513244,41513545
41185,AluSx,SINE/Alu,chrX,41531926,41532235
41186,AluSz6,SINE/Alu,chrX,41532814,41533110
41187,AluSp,SINE/Alu,chrX,41533659,41533957
41188,AluSx1,SINE/Alu,chrX,41536108,41536407
41189,AluSz6,SINE/Alu,chrX,41537860,41538145
41190,FLAM_A,SINE/Alu,chrX,41541230,41541358
41191,AluJb,SINE/Alu,chrX,41544286,41544592
41192,AluJr,SINE/Alu,chrX,41544614,41544926
41193,AluSx,SINE/Alu,chrX,41545028,41545326
41194,AluJo,SINE/Alu,chrX,41545840,41545976
41195,AluSx1,SINE/Alu,chrX,41545977,41546274
41196,AluJo,SINE/Alu,chrX,41546275,41546409
41197,AluSz6,SINE/Alu,chrX,41546475,41546777
41198,AluSx1,SINE/Alu,chrX,41546921,41547232
41199,AluY,SINE/Alu,chrX,41547627,41547922
41200,AluSx1,SINE/Alu,chrX,41549559,41549867
41201,AluSx1,SINE/Alu,chrX,41549875,41550174
41202,AluJb,SINE/Alu,chrX,41550615,41550919
41203,AluSg7,SINE/Alu,chrX,41551615,41551905
41204,AluSx1,SINE/Alu,chrX,41551930,41552236
41205,AluSx,SINE/Alu,chrX,41560260,41560563
41206,AluSp,SINE/Alu,chrX,41560609,41560909
41207,AluSx1,SINE/Alu,chrX,41562779,41563070
41208,AluJr4,SINE/Alu,chrX,41563079,41563380
41209,AluJr,SINE/Alu,chrX,41564370,41564523
41210,AluJb,SINE/Alu,chrX,41568720,41569001
41211,FLAM_A,SINE/Alu,chrX,41569475,41569591
41212,AluSx1,SINE/Alu,chrX,41570001,41570317
41213,AluJo,SINE/Alu,chrX,41572086,41572248
41214,AluSx3,SINE/Alu,chrX,41573065,41573203
41215,AluSg4,SINE/Alu,chrX,41575963,41576272
41216,AluJr,SINE/Alu,chrX,41578582,41578785
41217,AluJb,SINE/Alu,chrX,41580253,41580460
41218,AluJo,SINE/Alu,chrX,41581097,41581393
41219,AluSg,SINE/Alu,chrX,41582318,41582612
41220,AluSz,SINE/Alu,chrX,41583440,41583745
41221,AluJb,SINE/Alu,chrX,41583747,41584038
41222,AluY,SINE/Alu,chrX,41585464,41585775
41223,AluSx,SINE/Alu,chrX,41585874,41586172
41224,AluSx1,SINE/Alu,chrX,41590226,41590538
41225,AluSx3,SINE/Alu,chrX,41591479,41591774
41226,AluJo,SINE/Alu,chrX,41591969,41592239
41227,AluJo,SINE/Alu,chrX,41595318,41595623
41228,AluSx,SINE/Alu,chrX,41595973,41596214
41229,AluJb,SINE/Alu,chrX,41597857,41598134
41230,AluSx,SINE/Alu,chrX,41598347,41598660
41231,AluJo,SINE/Alu,chrX,41605317,41605581
41232,AluSz,SINE/Alu,chrX,41605691,41605976
41233,AluSx1,SINE/Alu,chrX,41606281,41606552
41234,AluJo,SINE/Alu,chrX,41606696,41606992
41235,AluSp,SINE/Alu,chrX,41609113,41609414
41236,AluSx4,SINE/Alu,chrX,41609550,41609856
41237,AluSg,SINE/Alu,chrX,41614523,41614818
41238,AluJb,SINE/Alu,chrX,41614826,41615104
41239,AluSz6,SINE/Alu,chrX,41615631,41615926
41240,AluSz,SINE/Alu,chrX,41616607,41616908
41241,AluJo,SINE/Alu,chrX,41618305,41618603
41242,AluY,SINE/Alu,chrX,41618822,41619113
41243,FLAM_C,SINE/Alu,chrX,41619305,41619434
41244,AluSz,SINE/Alu,chrX,41622881,41623193
41245,AluSz,SINE/Alu,chrX,41623414,41623711
41246,AluJo,SINE/Alu,chrX,41623714,41624009
41247,FRAM,SINE/Alu,chrX,41625167,41625182
41248,AluY,SINE/Alu,chrX,41625183,41625485
41249,FRAM,SINE/Alu,chrX,41625486,41625655
41250,AluSx,SINE/Alu,chrX,41625780,41625942
41251,AluSx,SINE/Alu,chrX,41625969,41626103
41252,AluSp,SINE/Alu,chrX,41627721,41628023
41253,AluJb,SINE/Alu,chrX,41628315,41628604
41254,FLAM_C,SINE/Alu,chrX,41629141,41629278
41255,FLAM_C,SINE/Alu,chrX,41631311,41631446
41256,AluSp,SINE/Alu,chrX,41631465,41631770
41257,AluJr,SINE/Alu,chrX,41631944,41632142
41258,AluSx1,SINE/Alu,chrX,41632765,41633058
41259,AluJb,SINE/Alu,chrX,41633750,41634061
41260,AluSq2,SINE/Alu,chrX,41635887,41636196
41261,AluJr,SINE/Alu,chrX,41636965,41637253
41262,AluJo,SINE/Alu,chrX,41637379,41637472
41263,AluJb,SINE/Alu,chrX,41637473,41637629
41264,AluJb,SINE/Alu,chrX,41637656,41637945
41265,AluJr,SINE/Alu,chrX,41638283,41638566
41266,AluSc,SINE/Alu,chrX,41639076,41639371
41267,AluSx4,SINE/Alu,chrX,41640208,41640501
41268,AluSq,SINE/Alu,chrX,41640978,41641200
41269,AluJb,SINE/Alu,chrX,41650536,41650659
41270,AluJb,SINE/Alu,chrX,41650697,41650764
41271,AluJr,SINE/Alu,chrX,41651491,41651610
41272,AluSx1,SINE/Alu,chrX,41654389,41654700
41273,AluSq2,SINE/Alu,chrX,41657511,41657731
41274,AluSg4,SINE/Alu,chrX,41659228,41659525
41275,AluJb,SINE/Alu,chrX,41659717,41660014
41276,Alu,SINE/Alu,chrX,41661775,41661818
41277,AluSz6,SINE/Alu,chrX,41662508,41662801
41278,AluJb,SINE/Alu,chrX,41662837,41663080
41279,FLAM_C,SINE/Alu,chrX,41667590,41667720
41280,AluJb,SINE/Alu,chrX,41668740,41669024
41281,AluJb,SINE/Alu,chrX,41670465,41670771
41282,AluJr,SINE/Alu,chrX,41673301,41673419
41283,FLAM_C,SINE/Alu,chrX,41677025,41677172
41284,AluJb,SINE/Alu,chrX,41678912,41679119
41285,AluSz,SINE/Alu,chrX,41679928,41680199
41286,AluSc,SINE/Alu,chrX,41680202,41680510
41287,AluSp,SINE/Alu,chrX,41680638,41680939
41288,AluSx1,SINE/Alu,chrX,41681703,41681963
41289,AluSz,SINE/Alu,chrX,41682271,41682556
41290,AluJr,SINE/Alu,chrX,41682611,41682854
41291,AluJb,SINE/Alu,chrX,41683514,41683582
41292,AluSz6,SINE/Alu,chrX,41684510,41684795
41293,AluJb,SINE/Alu,chrX,41685481,41685781
41294,AluSx,SINE/Alu,chrX,41686088,41686390
41295,FLAM_A,SINE/Alu,chrX,41686405,41686536
41296,AluSq2,SINE/Alu,chrX,41687677,41687987
41297,AluSz6,SINE/Alu,chrX,41690356,41690660
41298,AluJb,SINE/Alu,chrX,41690663,41690971
41299,AluSg,SINE/Alu,chrX,41691578,41691865
41300,FLAM_C,SINE/Alu,chrX,41691922,41692058
41301,AluSq2,SINE/Alu,chrX,41693332,41693641
41302,AluJo,SINE/Alu,chrX,41695311,41695496
41303,AluSq,SINE/Alu,chrX,41697804,41698099
41304,AluSx1,SINE/Alu,chrX,41698939,41699224
41305,AluSx,SINE/Alu,chrX,41700580,41700876
41306,Alu,SINE/Alu,chrX,41700879,41700955
41307,AluSp,SINE/Alu,chrX,41702105,41702408
41308,AluSc,SINE/Alu,chrX,41702515,41702792
41309,AluJo,SINE/Alu,chrX,41705275,41705559
41310,AluJo,SINE/Alu,chrX,41706661,41706815
41311,AluSc5,SINE/Alu,chrX,41707872,41708138
41312,AluSq2,SINE/Alu,chrX,41715338,41715639
41313,AluJr,SINE/Alu,chrX,41725851,41726112
41314,AluJo,SINE/Alu,chrX,41726113,41726248
41315,AluSx1,SINE/Alu,chrX,41728462,41728766
41316,AluSx,SINE/Alu,chrX,41729437,41729779
41317,AluSx1,SINE/Alu,chrX,41730706,41731002
41318,AluJb,SINE/Alu,chrX,41731139,41731437
41319,AluJo,SINE/Alu,chrX,41731779,41732073
41320,AluJb,SINE/Alu,chrX,41732735,41732928
41321,AluSx1,SINE/Alu,chrX,41732930,41733193
41322,FAM,SINE/Alu,chrX,41733202,41733233
41323,AluY,SINE/Alu,chrX,41733467,41733777
41324,AluJb,SINE/Alu,chrX,41736215,41736496
41325,AluSx,SINE/Alu,chrX,41737987,41738274
41326,AluSq2,SINE/Alu,chrX,41740872,41741182
41327,AluSz,SINE/Alu,chrX,41743836,41744109
41328,AluY,SINE/Alu,chrX,41744345,41744643
41329,AluSc8,SINE/Alu,chrX,41745008,41745315
41330,AluY,SINE/Alu,chrX,41747448,41747740
41331,AluSz,SINE/Alu,chrX,41749003,41749299
41332,AluSz,SINE/Alu,chrX,41749377,41749686
41333,AluJo,SINE/Alu,chrX,41751100,41751393
41334,AluJo,SINE/Alu,chrX,41751759,41752077
41335,AluSz6,SINE/Alu,chrX,41752294,41752589
41336,AluJr,SINE/Alu,chrX,41753604,41753925
41337,AluJb,SINE/Alu,chrX,41754116,41754412
41338,AluSc,SINE/Alu,chrX,41754879,41755176
41339,AluJr4,SINE/Alu,chrX,41757556,41757798
41340,AluSq2,SINE/Alu,chrX,41758153,41758463
41341,AluJb,SINE/Alu,chrX,41763381,41763670
41342,AluJb,SINE/Alu,chrX,41766605,41766899
41343,AluJo,SINE/Alu,chrX,41768687,41768817
41344,AluJr,SINE/Alu,chrX,41769184,41769430
41345,AluJo,SINE/Alu,chrX,41769667,41769969
41346,AluSp,SINE/Alu,chrX,41770363,41770401
41347,AluSq,SINE/Alu,chrX,41770421,41770688
41348,AluSx1,SINE/Alu,chrX,41772069,41772374
41349,AluSx3,SINE/Alu,chrX,41772718,41773002
41350,AluJb,SINE/Alu,chrX,41773110,41773403
41351,AluSz,SINE/Alu,chrX,41777210,41777506
41352,AluSq,SINE/Alu,chrX,41778234,41778530
41353,AluSz6,SINE/Alu,chrX,41780656,41780947
41354,AluJr,SINE/Alu,chrX,41780954,41781236
41355,AluSz6,SINE/Alu,chrX,41782863,41783170
41356,AluSx,SINE/Alu,chrX,41783283,41783572
41357,AluSg,SINE/Alu,chrX,41784596,41784894
41358,AluJb,SINE/Alu,chrX,41785000,41785306
41359,FLAM_C,SINE/Alu,chrX,41786392,41786534
41360,AluSq2,SINE/Alu,chrX,41787874,41788179
41361,AluSx,SINE/Alu,chrX,41789935,41790119
41362,AluSx,SINE/Alu,chrX,41790251,41790366
41363,AluSx,SINE/Alu,chrX,41791442,41791745
41364,AluJr4,SINE/Alu,chrX,41792290,41792588
41365,AluJb,SINE/Alu,chrX,41795386,41795695
41366,AluSx,SINE/Alu,chrX,41798553,41798852
41367,AluSz6,SINE/Alu,chrX,41799259,41799552
41368,AluSx3,SINE/Alu,chrX,41803308,41803610
41369,AluSx1,SINE/Alu,chrX,41804066,41804356
41370,AluSq2,SINE/Alu,chrX,41807858,41808154
41371,AluSz6,SINE/Alu,chrX,41815870,41816150
41372,AluJb,SINE/Alu,chrX,41818321,41818602
41373,AluSx,SINE/Alu,chrX,41822276,41822587
41374,AluSz,SINE/Alu,chrX,41826464,41826776
41375,AluJb,SINE/Alu,chrX,41830000,41830299
41376,AluY,SINE/Alu,chrX,41830539,41830844
41377,AluSx,SINE/Alu,chrX,41831678,41831961
